,m_paid,m_free,m_total,m_foreigner,zb_paid,zb_adult,zb_teen,zb_child,zb_foreigner,zb_group,zb_free,zb_total,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_group,tp_free,tp_total,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
324,21101,3287,24388,86,20527,9166,10259,1102,77,10030,3028,23555,574,518,3,53,9,0,259,833,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-11-20,9.8,0.0,2.5,48.6,1.6,0.0,0.0,0.0,0.0,1,3,3,1
325,1092,1139,2231,22,1060,981,32,47,18,30,1101,2161,32,31,1,0,4,0,38,70,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-11-21,9.5,0.0,2.2,40.5,7.8,0.0,0.0,0.0,0.0,3,3,2,1
326,420,1013,1433,4,413,380,19,14,4,30,966,1379,7,7,0,0,0,0,47,54,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-11-22,2.0,0.2,3.9,43.3,8.4,1.25,0.0,0.0,0.2,3,1,3,2
327,265,756,1021,16,264,252,8,4,16,0,740,1004,1,1,0,0,0,0,16,17,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-11-23,-1.8,0.0,3.0,37.5,3.4,0.0,0.0,0.0,0.0,2,1,2,2
328,176,705,881,11,176,161,14,1,11,0,672,848,0,0,0,0,0,0,33,33,0,1,0,0,0,0,0,1,0,0,0,0,0,2016-11-24,-2.5,0.0,2.1,37.8,0.0,0.0,0.0,0.0,0.0,1,1,2,1
329,985,832,1817,20,978,355,606,17,20,606,797,1775,7,7,0,0,0,0,35,42,1,0,0,0,0,0,0,1,0,0,0,0,0,2016-11-25,1.0,0.0,1.5,43.9,4.3,0.0,0.0,0.0,0.0,2,1,3,1
330,1052,1273,2325,29,1043,887,46,110,29,191,1265,2308,9,9,0,0,0,0,8,17,0,0,0,0,0,1,0,1,0,0,0,0,0,2016-11-26,0.9,2.8,2.3,69.6,7.5,7.52,0.0,0.0,2.8,3,1,5,1
331,2296,1519,3815,53,2246,1869,88,289,50,78,1448,3694,50,48,0,2,3,0,71,121,0,0,0,0,1,0,0,1,0,0,0,0,0,2016-11-27,3.3,0.0,1.5,81.3,7.5,2.0,0.0,0.0,0.0,3,1,5,1
332,451,729,1180,12,439,370,43,26,12,0,698,1137,12,12,0,0,0,0,31,43,0,0,0,1,0,0,0,1,0,0,0,0,0,2016-11-28,1.4,0.0,2.5,57.9,0.0,0.0,0.0,0.0,0.0,1,1,4,1
333,383,854,1237,30,375,340,25,10,30,0,825,1200,8,8,0,0,0,0,29,37,0,0,0,0,0,0,1,1,0,0,0,0,0,2016-11-29,1.7,0.0,1.6,40.8,0.1,0.0,0.0,0.0,0.0,1,1,2,1
334,302,676,978,17,294,237,48,9,17,31,665,959,8,8,0,0,0,0,11,19,0,0,1,0,0,0,0,1,0,0,0,0,0,2016-11-30,6.0,1.0,2.0,59.8,8.9,2.42,0.0,0.0,1.0,3,2,4,1
335,654,829,1483,18,651,473,57,121,18,0,816,1467,3,3,0,0,0,0,13,16,0,1,0,0,0,0,0,0,0,0,1,0,0,2016-12-01,4.1,0.0,3.6,47.6,1.3,0.0,0.0,0.0,0.0,1,2,3,2
336,405,819,1224,41,391,355,22,14,41,0,788,1179,14,13,0,1,0,0,31,45,1,0,0,0,0,0,0,0,0,0,1,0,0,2016-12-02,1.6,0.0,1.8,48.4,0.0,0.0,0.0,0.0,0.0,1,1,3,1
337,3750,1955,5705,58,3680,3265,88,327,58,33,1902,5582,70,65,0,5,0,0,53,123,0,0,0,0,0,1,0,0,0,0,1,0,0,2016-12-03,4.5,0.0,1.4,58.8,5.5,0.0,0.0,0.0,0.0,2,2,4,1
338,2748,1612,4360,39,2673,2310,94,269,39,0,1542,4215,75,66,0,9,0,0,70,145,0,0,0,0,1,0,0,0,0,0,1,0,0,2016-12-04,5.5,0.0,1.2,60.1,8.8,0.0,0.0,0.0,0.0,3,2,5,1
339,283,669,952,12,282,234,35,13,12,0,653,935,1,1,0,0,0,0,16,17,0,0,0,1,0,0,0,0,0,0,1,0,0,2016-12-05,5.9,1.5,3.0,69.1,7.9,1.55,0.0,0.0,1.5,3,2,5,2
340,249,748,997,26,243,167,64,12,26,30,727,970,6,5,0,1,0,0,21,27,0,0,0,0,0,0,1,0,0,0,1,0,0,2016-12-06,-1.1,0.0,2.5,38.5,0.0,0.0,0.0,0.0,0.0,1,1,2,1
341,477,837,1314,2,476,229,240,7,2,224,821,1297,1,1,0,0,0,0,16,17,0,0,1,0,0,0,0,0,0,0,1,0,0,2016-12-07,1.7,0.0,2.3,58.3,3.9,3.08,0.0,0.0,0.0,2,1,4,1
342,269,821,1090,18,267,217,39,11,15,0,806,1073,2,2,0,0,3,0,15,17,0,1,0,0,0,0,0,0,0,0,1,0,0,2016-12-08,2.1,3.0,1.7,70.0,6.1,4.93,0.0,0.0,3.0,3,1,5,1
343,464,781,1245,10,462,228,227,7,10,188,760,1222,2,2,0,0,0,0,21,23,1,0,0,0,0,0,0,0,0,0,1,0,0,2016-12-09,1.4,3.0,2.8,65.8,3.9,1.92,0.0,0.0,3.0,2,1,5,1
344,1323,1063,2386,50,1313,1152,57,104,50,0,1037,2350,10,10,0,0,0,0,26,36,0,0,0,0,0,1,0,0,0,0,1,0,0,2016-12-10,-1.6,0.0,1.9,47.6,0.1,0.0,0.0,0.0,0.0,1,1,3,1
345,1877,1345,3222,50,1869,1597,63,209,50,0,1321,3190,8,8,0,0,0,0,24,32,0,0,0,0,1,0,0,0,0,0,1,0,0,2016-12-11,-1.1,0.0,1.2,42.6,0.4,0.0,0.0,0.0,0.0,1,1,3,1
346,384,659,1043,40,381,330,26,25,40,0,643,1024,3,1,2,0,0,0,16,19,0,0,0,1,0,0,0,0,0,0,1,0,0,2016-12-12,2.3,0.0,1.9,37.9,8.0,0.0,0.0,0.0,0.0,3,1,2,1
347,349,963,1312,30,344,296,40,8,29,0,956,1300,5,5,0,0,1,0,7,12,0,0,0,0,0,0,1,0,0,0,1,0,0,2016-12-13,3.4,0.0,2.0,53.6,4.6,0.0,0.0,0.0,0.0,2,1,4,1
348,251,679,930,13,251,208,15,28,13,137,676,927,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2016-12-14,-1.4,0.1,2.7,68.1,7.3,3.95,0.0,0.0,0.1,3,1,5,1
349,123,575,698,13,123,101,18,4,13,0,568,691,0,0,0,0,0,0,7,7,0,1,0,0,0,0,0,0,0,0,1,0,0,2016-12-15,-5.0,0.0,3.0,41.8,0.0,0.0,0.0,0.0,0.0,1,1,3,2
350,155,410,565,9,153,128,13,12,9,0,406,559,2,1,1,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,1,0,0,2016-12-16,-4.7,0.0,2.2,40.3,2.0,0.0,0.0,0.0,0.0,1,1,2,1
351,1301,1102,2403,24,1267,1058,72,137,24,80,1052,2319,34,29,2,3,0,0,50,84,0,0,0,0,0,1,0,0,0,0,1,0,0,2016-12-17,2.7,0.0,1.8,60.1,6.6,1.25,0.0,0.0,0.0,3,1,5,1
